Date;Collectivité;Instance;Numero delib;Titre délib;Rapporteur;ID élu;Elu;FONCTION;Theme déport;DELIB_URL;Observations
2026-01-26;Ville de Rennes;Conseil Municipal;2025-054;"Aménagement et services urbains, environnement - ZAC
Maurepas Gros Chêne - Groupe scolaire Trégain - Cession";MME PAPILLION;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2026-01-26;Ville de Rennes;Conseil Municipal;2025-052;"ménagement et services urbains, environnement - 18
rue Nantaise - Cession à la SPLA Territoires Publics";M LE BOUGEANT;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2026-01-26;Ville de Rennes;Conseil Municipal;2025-032;Aménagement et services urbains, environnement - Agence Locale de l'Énergie et du Climat du Pays de Rennes - Convention d'objectifs 2026-2030;M HERVE;17226-3728;JANNIN Pierre;Conseiller municipal délégué au Numérique et à l'innovation;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2026-01-26;Ville de Rennes;Conseil Municipal;2025-054;"Aménagement et services urbains, environnement - ZAC
Maurepas Gros Chêne - Groupe scolaire Trégain - Cession";MME PAPILLION;17223-3728;GANDON Carole;Conseillère municipale;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2026-01-26;Ville de Rennes;Conseil Municipal;2025-053;"Aménagement et services urbains, environnement -
ZAC Blosne-Est - Centres commerciaux du Landrel et Sainte Elisabeth - Cession à la SPLA Territoires Publics";M LE BOUGEANT;17223-3728;GANDON Carole;Conseillère municipale;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2026-01-26;Ville de Rennes;Conseil Municipal;2025-069;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal - Complément;M THEURIER;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2026-01-26;Ville de Rennes;Conseil Municipal;2025-013;"Culture - Action culturelle - Provision Éducation
artistique et culturelle - Première attribution de subventions 2026";M SEMERIL;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2026-04-27;Ville de Rennes;Conseil Municipal;2026-112;Finances - Subventions de fonctionnement au titre de l'année 2026;M Hervé;31305-3728;;;Versement de subventions;;Motif personnel
2026-04-27;Ville de Rennes;Conseil Municipal;2026-112;Finances - Subventions de fonctionnement au titre de l'année 2026;M Hervé;31308-3728;;;Versement de subventions;;Motif personnel
2025-12-01;Ville de Rennes;Conseil Municipal;2025-378;Enseignement, formation - Partenariat Éducation - Ligue de l'Enseignement Fédération des associations laïques d'Ille-et-Vilaine - Convention - Renouvellement;MME ROUGIER;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2025-12-01;Ville de Rennes;Conseil Municipal;2025-433;Administration générale - Laïcité et relation avec les cultes - Provision Laïcité - Première attribution de subventions 2025;MME BOUCHONNET;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2025-12-01;Ville de Rennes;Conseil Municipal;2025-422;Sports et jeunesse - Action socio-éducative - Soutien à la vie associative - Locaux collectifs et pôles associatifs de quartier - Convention - Renouvellement - Affectation de la provision Pôle associatif de la Marbaudais;M SEMERIL;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-442;Interventions sociales et santé - Actions de prévention sanitaire - Provision santé - Deuxième attribution de subventions 2025;M NADESAN;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-454;Aménagement et services urbains, environnement - Politique de la Ville - APRAS - Attribution d'une subvention complémentaire;M THEURIER;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-395;Culture - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement;M SEMERIL;9725-3728;MARIE Anabel;Conseillère municipale déléguée à l'Europe;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-395;Culture - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement;M SEMERIL;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-450;Famille - Services en faveur des personnes âgées - Aides aux personnes âgées - Provision action en direction des personnes âgées - Deuxième attribution de subvention 2025;M FOUILLERE;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-454;Aménagement et services urbains, environnement - Politique de la Ville - APRAS - Attribution d'une subvention complémentaire;M THEURIER;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-377;Enseignement, formation - Activités éducatives périscolaires - Provision CEEJS Quartiers - Deuxième attribution de subvention 2025;MME ROUGIER;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-439;Interventions sociales et santé - APRAS - Convention de mission pluriannuelle 2026-2030 - Charte des engagements - Carte Sortir !;M THEURIER;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-450;Famille - Services en faveur des personnes âgées - Aides aux personnes âgées - Provision action en direction des personnes âgées - Deuxième attribution de subvention 2025;M FOUILLERE;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-450;Famille - Services en faveur des personnes âgées - Aides aux personnes âgées - Provision action en direction des personnes âgées - Deuxième attribution de subvention 2025;M FOUILLERE;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-455;Aménagement et services urbains, environnement - Politique de la ville - Provision cofinancement postes adultes relais - Conventions - Deuxième attribution de subventions 2025;M HERVE;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2025-12-01;Ville de Rennes;Conseil Municipal;2025-442;Interventions sociales et santé - Actions de prévention sanitaire - Provision santé - Deuxième attribution de subventions 2025;M NADESAN;11097-3728;ZAMORD Priscilla;Conseillère municipale;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-442;Interventions sociales et santé - Actions de prévention sanitaire - Provision santé - Deuxième attribution de subventions 2025;M NADESAN;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2025-12-01;Ville de Rennes;Conseil Municipal;2025-395;Culture - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement;M SEMERIL;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2025-12-01;Ville de Rennes;Conseil Municipal;2025-395;Culture - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement;M SEMERIL;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2025-12-01;Ville de Rennes;Conseil Municipal;2025-422;Sports et jeunesse - Action socio-éducative - Soutien à la vie associative - Locaux collectifs et pôles associatifs de quartier - Convention - Renouvellement - Affectation de la provision Pôle associatif de la Marbaudais;M SEMERIL;17087-3728;DU PLESSIS D'ARGENTRE Laureline;Conseillère municipale;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;17087-3728;DU PLESSIS D'ARGENTRE Laureline;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2025-12-01;Ville de Rennes;Conseil Municipal;2025-422;Sports et jeunesse - Action socio-éducative - Soutien à la vie associative - Locaux collectifs et pôles associatifs de quartier - Convention - Renouvellement - Affectation de la provision Pôle associatif de la Marbaudais;M SEMERIL;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-12-01;Ville de Rennes;Conseil Municipal;2025-478;"Aménagement et services urbains, environnement -
Rennes Centre Ancien 2024-2031 - Bilan financier prévisionnel actualisé au 31 décembre 2024 - Concession d'aménagement - Avenant 1";M LE BOUGEANT;17223-3728;GANDON Carole;Conseillère municipale;;;Relations avec les entreprises publiques locales
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;17151-3728;DESMOTS Xavier;19è adjoint délégué à la Démocratie locale et à la participation citoyenne, délégué au Quartier Bréquigny;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2025-12-01;Ville de Rennes;Conseil Municipal;2025-506;Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal;M THEURIER;9799-3728;;;Versement de subvention à un organisme privé ou public;;Motif personnel
2025-06-30;Ville de Rennes;Conseil Municipal;2025-193;Famille - Accueil de la petite enfance - ARCS - Projet de création d'une petite crèche au sein du centre social Cleunay - Avis préalable;MME ROUGIER;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-232;Interventions sociales et Santé - CLSPD - Provision Actions Prévention Délinquance - Première attribution de subventions 2025;MME BECHET;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-233;Aménagement et services urbains, environnement - Provision Actions quartiers - Deuxième attribution de subventions 2025;MME BRIERO;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-209;Sports et jeunesse - Cet été à Rennes - Provision Animations quartiers été 2025 - Provision Animations sportives été 2025;M SEMERIL;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-233;Aménagement et services urbains, environnement - Provision Actions quartiers - Deuxième attribution de subventions 2025;MME BRIERO;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-259;Administration générale - Désignation de représentants dans divers organismes extérieurs - DCM 2020-0111 – Modification;M HERVE;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Désignation de représentants;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-188;Sports et jeunesse - Action socio-éducative - Provision Loisirs Vacances Jeunes - Attribution de subventions 2025;MME BOUCHONNET;9022-3728;CRESSARD Antoine;Conseiller municipal;Attribution de subventions;;Motif personnel
2025-06-30;Ville de Rennes;Conseil Municipal;2025-197;Culture - Action culturelle - Aide à l'équipement - Conventions - Attributions de subventions 2025;M SEMERIL;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-220;Administration générale - Information - Communication - Aide aux festivals - Attribution de subventions en 2025;M SEMERIL;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-220;Administration générale - Information - Communication - Aide aux festivals - Attribution de subventions en 2025;M SEMERIL;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-230;"Logement - Aides au secteur locatif - Agence Immobilière à Vocation Sociale
(AIVS) - Subvention de fonctionnement - DCM 2025-051 - Modification";M THEURIER;7338-3728;PUIL Honoré;Conseiller municipal;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-231;"Aménagement et services urbains, environnement - Politique de la Ville -
Provision Contrat de Ville - Convention pluriannuelle d'objectifs - Deuxième attribution de subvention 2025";M THEURIER;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-231;"Aménagement et services urbains, environnement - Politique de la Ville -
Provision Contrat de Ville - Convention pluriannuelle d'objectifs - Deuxième attribution de subvention 2025";M THEURIER;17087-3728;DU PLESSIS D'ARGENTRE Laureline;Conseillère municipale;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-231;"Aménagement et services urbains, environnement - Politique de la Ville -
Provision Contrat de Ville - Convention pluriannuelle d'objectifs - Deuxième attribution de subvention 2025";M THEURIER;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-232;Interventions sociales et Santé - CLSPD - Provision Actions Prévention Délinquance - Première attribution de subventions 2025;MME BECHET;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Attribution de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-247;Aménagement et services urbains, environnement - ZAC Blosne-Est - Maxi Lot B - Place Jean Normand - Lot E25 Cession à la SPLA Territoires publics - Annulation;M LE BOUGEANT;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Relations avec les entreprises publiques;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-259;Administration générale - Désignation de représentants dans divers organismes extérieurs - DCM 2020-0111 – Modification;M HERVE;17229-3728;KOCH Lucile;Conseillère municipale déléguée à la Ville à taille d'enfant;Désignation de représentants;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-06-30;Ville de Rennes;Conseil Municipal;2025-259;Administration générale - Désignation de représentants dans divers organismes extérieurs - DCM 2020-0111 – Modification;M HERVE;17227-3728;BINARD Valérie;Conseillère municipale déléguée au Quartier Bourg l'Évêque, la Touche, Moulin du Comte;Désignation de représentants;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-279;Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Deuxième attribution de subventions 2025 - Solde 2024/2025;MME ROUGIER;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-294;"Culture - Action culturelle - Provision ""Éducation artistique et culturelle"" - Deuxième attribution de subventions 2025";M SEMERIL;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2025-09-22;Ville de Rennes;Conseil Municipal;2025-295;"Culture -Action culturelle - Provision ""résidences artistiques"" - Première attribution de subventions 2025";M SEMERIL;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-278;Enseignement, formation - Recours à une doctorante dans le cadre d'un dispositif CIFRE;MME ROUGIER;7313-3728;PELLERIN Isabelle;Conseillère municipale;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-295;"Culture -Action culturelle - Provision ""résidences artistiques"" - Première attribution de subventions 2025";M SEMERIL;7313-3728;PELLERIN Isabelle;Conseillère municipale;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-279;Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Deuxième attribution de subventions 2025 - Solde 2024/2025;MME ROUGIER;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2025-09-22;Ville de Rennes;Conseil Municipal;2025-332;Aménagement et services urbains, environnement ZAC Blosne-Est - Opération Revatilsation artisanale commerciale - Avenant n° 5 - Bilan financier au 31/12/2024 - Approbation;M THEURIER;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Relations avec les entreprises publiques locales;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-358;"Aménagement et services urbains, environnement ZAC Maurepas Gayeulles
Avenant n°9 à la concession d'aménagement";M THEURIER;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Relations avec les entreprises publiques locales;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-279;Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Deuxième attribution de subventions 2025 - Solde 2024/2025;MME ROUGIER;9725-3728;MARIE Anabel;Conseillère municipale déléguée à l'Europe;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-279;Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Deuxième attribution de subventions 2025 - Solde 2024/2025;MME ROUGIER;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-332;Aménagement et services urbains, environnement ZAC Blosne-Est - Opération Revatilsation artisanale commerciale - Avenant n° 5 - Bilan financier au 31/12/2024 - Approbation;M THEURIER;17223-3728;GANDON Carole;Conseillère municipale;Relations avec les entreprises publiques locales;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-358;"Aménagement et services urbains, environnement ZAC Maurepas Gayeulles
Avenant n°9 à la concession d'aménagement";M THEURIER;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Relations avec les entreprises publiques locales;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-332;Aménagement et services urbains, environnement ZAC Blosne-Est - Opération Revatilsation artisanale commerciale - Avenant n° 5 - Bilan financier au 31/12/2024 - Approbation;M THEURIER;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Relations avec les entreprises publiques locales;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-345;"Aménagement et services urbains, environnement Rennes ZAC du Haut Sancé
Lots B10 à B13, B15 à B18 et B21 à B25 Cessions Modificatif n°2";M BOURCIER;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-306;Interventions sociales et santé - Autres interventions sociales - Provision Diversité culturelle et lutte contre les discriminations - Troisième attribution de subventions 2025;MME LETOURNEUX;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-09-22;Ville de Rennes;Conseil Municipal;2025-306;Interventions sociales et santé - Autres interventions sociales - Provision Diversité culturelle et lutte contre les discriminations - Troisième attribution de subventions 2025;MME LETOURNEUX;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-056;Enseignement, formation - Activités éducatives périscolaires - Provision associations ateliers périscolaires - Acompte pour l'année scolaire 2024/2025 - Première attribution de subventions 2025;MME ROUGIER;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-051;Finances - Attributions subventions fonctionnement 2025 - Culture, patrimoine, rayonnement - Solidarités, cohésion sociale;M THEURIER;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-051;Finances - Attributions subventions fonctionnement 2025 - Culture, patrimoine, rayonnement - Solidarités, cohésion sociale;M THEURIER;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-069;"Culture - Action culturelle - Provision ""Les Rennais prennent l'art"" - Première attribution de subventions 2025";M CAREIL;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-082;"Aménagement et services urbains, environnement - Politique de la Ville -
Provision Contrat de Ville - Première attribution de subvention 2025";M THEURIER;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
